,Carimbo de data/hora,Nome de usuário,Nome,Curso de graduação,Você estuda majoritariamente em qual turno?,"Para você, quais são os horários de aula ideais?","Atualmente os horários das disciplinas na UFMG são diversos, muitas vezes tendo disciplinas separadas por um grande intervalo de tempo. Na sua opinião, o quanto essa diversidade de horários nas disciplinas prejudica você na sua carreira profissional?
(avalie de 1 a 5)","Atualmente os horários das disciplinas na UFMG são diversos, muitas vezes tendo disciplinas separadas por um grande intervalo de tempo. Na sua opinião, o quanto essa diversidade de horários nas disciplinas prejudica você na sua carreira acadêmica?
(avalie de 1 a 5)",Espaço para observações ou comentários adicionais,"Para você, quais são os horários de aula ideais?.1","Atualmente os horários das disciplinas na UFMG são diversos, muitas vezes tendo disciplinas separadas por um grande intervalo de tempo. Na sua opinião, o quanto essa diversidade de horários nas disciplinas prejudica você na sua carreira profissional?
(avalie de 1 a 5).1","Atualmente os horários das disciplinas na UFMG são diversos, muitas vezes tendo disciplinas separadas por um grande intervalo de tempo. Na sua opinião, o quanto essa diversidade de horários nas disciplinas prejudica você na sua carreira acadêmica?
(avalie de 1 a 5).1",Espaço para observações ou comentários adicionais.1,"Para você, quais são os horários de aula ideais?.2","Atualmente os horários das disciplinas na UFMG são diversos, muitas vezes tendo disciplinas separadas por um grande intervalo de tempo. Na sua opinião, o quanto essa diversidade de horários nas disciplinas prejudica você na sua carreira profissional?
(avalie de 1 a 5).2","Atualmente os horários das disciplinas na UFMG são diversos, muitas vezes tendo disciplinas separadas por um grande intervalo de tempo. Na sua opinião, o quanto essa diversidade de horários nas disciplinas prejudica você na sua carreira acadêmica?
(avalie de 1 a 5).2",Espaço para observações ou comentários adicionais.2,Unnamed: 17
550,2023/11/29 8:05:00 AM GMT-3,redacted,redacted,Engenharia Metalúrgica,Vespertino,,,,,8:30 - 12:10,4.0,4.0,,,,,,
551,2023/11/29 8:08:15 AM GMT-3,redacted,redacted,Engenharia Metalúrgica,Vespertino,,,,,7:30 - 11:10;13:00 - 16:30;18:00 - 21:55,4.0,4.0,Poderia ter matéria só no período da manhã e repetir a tarde quem não faz estágio de manhã .,,,,,
552,2023/11/29 8:08:57 AM GMT-3,redacted,redacted,Engenharia Aeroespacial,Matutino,7:30 - 11:10;8:30 - 12:10,5.0,5.0,,,,,,,,,,
553,2023/11/29 8:10:55 AM GMT-3,redacted,redacted,Engenharia de Produção,Matutino,7:30 - 11:10;8:30 - 12:10,5.0,5.0,,,,,,,,,,
554,2023/11/29 8:11:22 AM GMT-3,redacted,redacted,Engenharia Ambiental,Matutino,7:30 - 11:10;8:30 - 12:10;13:00 - 16:30,5.0,5.0,"Os horários extremamente espaçados prejudicam em estágios e iniciações científicas. Nunca temos segurança e certeza da nossa faixa de tempo disponível. Além disso, prejudica academicamente, pois se torna complicado encaixar matérias optativas que sejam realmente do nosso interesse.",,,,,,,,,
555,2023/11/29 8:11:33 AM GMT-3,redacted,redacted,Engenharia Ambiental,Vespertino,,,,,7:30 - 11:10;8:30 - 12:10,5.0,5.0,,,,,,
556,2023/11/29 8:16:35 AM GMT-3,redacted,redacted,Engenharia Ambiental,Matutino,8:30 - 12:10;14:00 - 17:30;15:00 - 18:30;17:00 - 20:55,4.0,3.0,,,,,,,,,,
557,2023/11/29 8:21:00 AM GMT-3,redacted,redacted,Engenharia de Produção,Matutino,7:30 - 11:10;8:30 - 12:10,4.0,5.0,,,,,,,,,,
558,2023/11/29 8:21:30 AM GMT-3,redacted,redacted,Engenharia Química,Vespertino,,,,,7:30 - 11:10;8:30 - 12:10,4.0,4.0,,,,,,
559,2023/11/29 8:21:42 AM GMT-3,redacted,redacted,Engenharia de Produção,Matutino,7:30 - 11:10;8:30 - 12:10;13:00 - 16:30,5.0,4.0,,,,,,,,,,
560,2023/11/29 8:22:15 AM GMT-3,redacted,redacted,Engenharia Química,Vespertino,,,,,7:30 - 11:10;8:30 - 12:10,5.0,5.0,"Criando um padrão de horário nas aulas nos ajudaria a conduzir e conciliar a vida acadêmica e o trabalho. No meu caso eu trabalho, estudo e ainda tenho filho. Só consigo trabalhar pois já estou na empresa a um bom tempo e os meus horários foram adaptados, trabalho com uma carga horária menor (ressalto que só aceitaram esse horário reduzido por trabalhar lá  a 7 anos)",,,,,
561,2023/11/29 8:24:57 AM GMT-3,redacted,redacted,Engenharia Aeroespacial,Vespertino,,,,,7:30 - 11:10;8:30 - 12:10,5.0,3.0,,,,,,
562,2023/11/29 8:25:20 AM GMT-3,redacted,redacted,Engenharia de Produção,Vespertino,,,,,7:30 - 11:10;8:30 - 12:10,5.0,3.0,,,,,,
563,2023/11/29 8:30:43 AM GMT-3,redacted,redacted,Engenharia Ambiental,Vespertino,,,,,15:00 - 18:30;17:00 - 20:55;18:00 - 21:55;19:00 - 22:35,5.0,5.0,,,,,,
564,2023/11/29 8:32:39 AM GMT-3,redacted,redacted,Engenharia Ambiental,Matutino,7:30 - 11:10,1.0,1.0,A padronização de horários não trará benefícios. Teremos um campus mais tumultuado e cheio.,,,,,,,,,
565,2023/11/29 8:34:29 AM GMT-3,redacted,redacted,Engenharia Ambiental,Matutino,8:30 - 12:10,2.0,4.0,,,,,,,,,,
566,2023/11/29 8:37:08 AM GMT-3,redacted,redacted,Engenharia Aeroespacial,Matutino,8:30 - 12:10;19:00 - 22:35,5.0,4.0,,,,,,,,,,
567,2023/11/29 8:42:15 AM GMT-3,redacted,redacted,Engenharia Ambiental,Matutino,7:30 - 11:10;8:30 - 12:10;13:00 - 16:30,5.0,4.0,,,,,,,,,,
568,2023/11/29 8:42:43 AM GMT-3,redacted,redacted,Engenharia Ambiental,Vespertino,,,,,7:30 - 11:10;8:30 - 12:10,5.0,1.0,,,,,,
569,2023/11/29 8:43:35 AM GMT-3,redacted,redacted,Engenharia Metalúrgica,Vespertino,,,,,7:30 - 11:10;13:00 - 16:30,1.0,1.0,"Para os calouros isso se torna um problema, entrei no cefet por conta desses horários diversos e percebi que a maioria que estava lá, também não quis a UFMG pelo mesmo motivo, por não ter horários “fixos”, mas a partir do momento em que se pode escolher os professores e consequentemente o horário, acho que acaba sendo um privilégio esses horários diversos. Padronizem os horário apenas para os calouros, com certeza vai diminuir a taxa de desistência da UFMG! (Eu me matriculei na UFMG, mas antes disso estava matriculado no cefet por conta da grade da UFMG, que tinha um grande intervalo entre os horários)",,,,,
570,2023/11/29 8:43:58 AM GMT-3,redacted,redacted,Engenharia Ambiental,Matutino,7:30 - 11:10;8:30 - 12:10,5.0,5.0,,,,,,,,,,
571,2023/11/29 8:45:30 AM GMT-3,redacted,redacted,Engenharia Ambiental,Vespertino,,,,,7:30 - 11:10,5.0,5.0,"Seria interessante que o curso fosse sempre em um mesmo período, ou manhã ou tarde, possibilitando aos estudantes um melhor planejamento tanto da carreira profissional já que acadêmica. Por experiência própria, quando os horários eram muito diversos eu fazia IC na Escola de Engenharia e era muito difícil  planejar os experimentos, já que eu tinha muito horário livre, mas todos picados. Atualmente, faço estágio e só é viável porque o semestre concentrou-se todo em um turno, mesmo assim, é um incômodo para o estagiário e a empresa ter que trocar o horário e reajustar em todo semestre, já que é um semestre matutino e outro vespertino.
Uma possibilidade para a Escola de Engenharia seria pensar em concentrar todo um curso num mesmo turno, por exemplo, se Ambiental for de manhã, Minas será a tarde e assim, tem-se as salas disponíveis. Em relação aos 2 primeiros anos, no ciclo básico, as matérias serem espalhadas são importantes pra busca do estudante em fazer outras coisas dentro da universidade.",,,,,
572,2023/11/29 8:47:09 AM GMT-3,redacted,redacted,Engenharia de Sistemas,Noturno,,,,,,,,,15:00 - 18:30;17:00 - 20:55;18:00 - 21:55;19:00 - 22:35,4.0,3.0,,
573,2023/11/29 8:48:42 AM GMT-3,redacted,redacted,Engenharia Ambiental,Matutino,7:30 - 11:10;8:30 - 12:10,3.0,5.0,,,,,,,,,,
574,2023/11/29 8:49:03 AM GMT-3,redacted,redacted,Engenharia Ambiental,Vespertino,,,,,7:30 - 11:10;8:30 - 12:10,5.0,5.0,,,,,,
575,2023/11/29 8:52:09 AM GMT-3,redacted,redacted,Engenharia Química,Vespertino,,,,,7:30 - 11:10;18:00 - 21:55;19:00 - 22:35,5.0,5.0,,,,,,
576,2023/11/29 8:53:36 AM GMT-3,redacted,redacted,Engenharia Aeroespacial,Matutino,7:30 - 11:10;8:30 - 12:10;14:00 - 17:30,4.0,2.0,,,,,,,,,,
577,2023/11/29 9:03:46 AM GMT-3,redacted,redacted,Engenharia de Controle e Automação,Vespertino,,,,,8:30 - 12:10;15:00 - 18:30,4.0,3.0,,,,,,
578,2023/11/29 9:09:09 AM GMT-3,redacted,redacted,Engenharia Aeroespacial,Vespertino,,,,,8:30 - 12:10;14:00 - 17:30,5.0,5.0,"Péssimos horários, muito espaçados e disciplinas específicas com horário único ",,,,,
579,2023/11/29 9:15:41 AM GMT-3,redacted,redacted,Engenharia de Controle e Automação,Noturno,,,,,,,,,18:00 - 21:55;19:00 - 22:35,3.0,3.0,,
580,2023/11/29 9:17:22 AM GMT-3,redacted,redacted,Engenharia Química,Matutino,7:30 - 11:10;8:30 - 12:10;13:00 - 16:30;14:00 - 17:30,5.0,2.0,,,,,,,,,,
581,2023/11/29 9:21:28 AM GMT-3,redacted,redacted,Engenharia de Controle e Automação,Vespertino,,,,,15:00 - 18:30;17:00 - 20:55;18:00 - 21:55;19:00 - 22:35,2.0,1.0,,,,,,
582,2023/11/29 9:27:40 AM GMT-3,redacted,redacted,Engenharia Aeroespacial,Matutino,7:30 - 11:10;8:30 - 12:10;19:00 - 22:35,5.0,2.0,,,,,,,,,,
583,2023/11/29 9:30:15 AM GMT-3,redacted,redacted,Engenharia Ambiental,Matutino,7:30 - 11:10;8:30 - 12:10,5.0,5.0,,,,,,,,,,
584,2023/11/29 9:35:40 AM GMT-3,redacted,redacted,Engenharia Química,Matutino,8:30 - 12:10,5.0,3.0,As aulas no período da tarde são extremamente prejudiciais para conseguir estágios. ,,,,,,,,,
585,2023/11/29 9:35:58 AM GMT-3,redacted,redacted,Engenharia de Produção,Matutino,7:30 - 11:10;8:30 - 12:10,3.0,4.0,,,,,,,,,,
586,2023/11/29 9:36:30 AM GMT-3,redacted,redacted,Engenharia Ambiental,Matutino,7:30 - 11:10;8:30 - 12:10,5.0,5.0,,,,,,,,,,
587,2023/11/29 9:38:56 AM GMT-3,redacted,redacted,Engenharia de Controle e Automação,Noturno,,,,,,,,,19:00 - 22:35,4.0,2.0,,
588,2023/11/29 9:40:47 AM GMT-3,redacted,redacted,Engenharia Química,Vespertino,,,,,7:30 - 11:10;8:30 - 12:10;13:00 - 16:30,4.0,5.0,Esses intervalos de tempo entre uma aula e outra acabam atrapalhando porque são grandes de mais para desperdiçar e curtos de mais para estudar ,,,,,
589,2023/11/29 9:43:33 AM GMT-3,redacted,redacted,Engenharia Mecânica,Noturno,,,,,,,,,18:00 - 21:55;19:00 - 22:35,5.0,5.0,,
590,2023/11/29 9:55:31 AM GMT-3,redacted,redacted,Engenharia de Controle e Automação,Vespertino,,,,,8:30 - 12:10;13:00 - 16:30;14:00 - 17:30,5.0,3.0,,,,,,
591,2023/11/29 9:57:32 AM GMT-3,redacted,redacted,Engenharia de Sistemas,Noturno,,,,,,,,,19:00 - 22:35,5.0,5.0,,
592,2023/11/29 10:06:30 AM GMT-3,redacted,redacted,Engenharia de Controle e Automação,Vespertino,,,,,8:30 - 12:10;13:00 - 16:30,5.0,5.0,,,,,,
593,2023/11/29 10:14:59 AM GMT-3,redacted,redacted,Engenharia Aeroespacial,Vespertino,,,,,7:30 - 11:10;8:30 - 12:10;13:00 - 16:30,5.0,3.0,,,,,,
594,2023/11/29 10:21:01 AM GMT-3,redacted,redacted,Engenharia Ambiental,Vespertino,,,,,7:30 - 11:10,5.0,5.0,Esses horários diversos atrapalha os estudos principalmente de quem mora mais distante da universidade. ,,,,,
595,2023/11/29 10:26:11 AM GMT-3,redacted,redacted,Engenharia Ambiental,Matutino,8:30 - 12:10,3.0,4.0,,,,,,,,,,
596,2023/11/29 10:28:43 AM GMT-3,redacted,redacted,Engenharia de Produção,Matutino,8:30 - 12:10;13:00 - 16:30,1.0,3.0,,,,,,,,,,
597,2023/11/29 10:30:09 AM GMT-3,redacted,redacted,Engenharia Aeroespacial,Matutino,7:30 - 11:10;8:30 - 12:10;13:00 - 16:30,4.0,5.0,,,,,,,,,,
598,2023/11/29 10:41:22 AM GMT-3,redacted,redacted,Engenharia Aeroespacial,Matutino,7:30 - 11:10,5.0,4.0,,,,,,,,,,
599,2023/11/29 10:42:19 AM GMT-3,redacted,redacted,Engenharia de Controle e Automação,Vespertino,,,,,7:30 - 11:10,1.0,1.0,,,,,,
600,2023/11/29 10:42:44 AM GMT-3,redacted,redacted,Engenharia Aeroespacial,Matutino,"Independente do horário, gostaria que fosse PADRONIZADO. Meu curso tem aulas no período da manhã, da tarde e da noite. ESCOLHAM UM PERÍODO DO DIA. Dificulta muito conciliar com estágio.",5.0,5.0,PADRONIZAR HORÁRIOS DAS AULAS!!!! POR FAVOR. ,,,,,,,,,
601,2023/11/29 10:51:41 AM GMT-3,redacted,redacted,Engenharia de Controle e Automação,Vespertino,,,,,8:30 - 12:10;13:00 - 16:30;14:00 - 17:30,3.0,2.0,,,,,,
602,2023/11/29 10:55:27 AM GMT-3,redacted,redacted,Engenharia Ambiental,Vespertino,,,,,8:30 - 12:10;13:00 - 16:30;14:00 - 17:30,2.0,3.0,,,,,,
603,2023/11/29 11:04:17 AM GMT-3,redacted,redacted,Engenharia de Produção,Matutino,7:30 - 11:10;8:30 - 12:10,5.0,3.0,"Muitas vezes ocorre de ter aula no período da manhã (7h30-9h10) e depois só no período da tarde (14h55, por exemplo). Isso dificulta muito a realização de estágios, por exemplo. Sem falar que faz com que muitos estudantes tenha que passar o dia inteiro na universidade para ver uma aula que só vai acontecer no fim do dia.",,,,,,,,,
604,2023/11/29 11:08:49 AM GMT-3,redacted,redacted,Engenharia Química,Matutino,7:30 - 11:10;8:30 - 12:10,5.0,5.0,,,,,,,,,,
605,2023/11/29 11:27:03 AM GMT-3,redacted,redacted,Engenharia de Produção,Matutino,8:30 - 12:10,5.0,3.0,,,,,,,,,,
606,2023/11/29 11:42:26 AM GMT-3,redacted,redacted,Engenharia Química,Matutino,8:30 - 12:10;13:00 - 16:30,4.0,2.0,,,,,,,,,,
607,2023/11/29 11:48:18 AM GMT-3,redacted,redacted,Engenharia de Produção,Matutino,7:30 - 11:10;18:00 - 21:55;19:00 - 22:35,5.0,5.0,"Dado os atuais horários é difícil conseguir me organizar para fazer estágio enquanto estudo, uma necessidade económica Minha, quando há espaços entre as aulas dificulta mais ainda. Fora que o fato do curso ser diurno impede que vc possa trabalhar enquanto faz o curso, seria muito interessante algumas opções de matérias optativas a noite.",,,,,,,,,
608,2023/11/29 11:53:37 AM GMT-3,redacted,redacted,Engenharia Aeroespacial,Matutino,7:30 - 11:10;8:30 - 12:10;17:00 - 20:55;18:00 - 21:55;19:00 - 22:35,5.0,3.0,,,,,,,,,,
609,2023/11/29 12:09:43 PM GMT-3,redacted,redacted,Engenharia Ambiental,Vespertino,,,,,7:30 - 11:10;8:30 - 12:10,4.0,3.0,"A alternância de horários durante os períodos prejudica bastante a fazer estágios, que muitas vezes não tem a flexidade exigida pela UFMG",,,,,
610,2023/11/29 12:16:36 PM GMT-3,redacted,redacted,Engenharia de Produção,Matutino,7:30 - 11:10;19:00 - 22:35,3.0,1.0,,,,,,,,,,
611,2023/11/29 12:45:24 PM GMT-3,redacted,redacted,Engenharia de Produção,Matutino,7:30 - 11:10;18:00 - 21:55;19:00 - 22:35,5.0,5.0,,,,,,,,,,
612,2023/11/29 12:45:33 PM GMT-3,redacted,redacted,Engenharia Civil,Matutino,7:30 - 11:10;13:00 - 16:30;18:00 - 21:55,4.0,3.0,"Até o 5º período do curso as aulas são muito espaçadas umas das outras e ocupam grande parte do dia. A partir do 7º período as aula se concentram, a maioria, na parte da manhã, de 07h30 a 12h50.
Poderia haver uma maior flexibilização de horários, muitas matérias se concentram de segunda a quinta e a sexta-feira fica livre. Com isso, temos que optar por matérias no horário de 11h10 a 12h50 para encaixar na grade, e esse é o pior horário para as aulas, pois para conciliar com o estágio à tarde é péssimo e não sobra tempo nem para almoçar adequadamente. Com isso muita gente tenta combinar com os professores para assistir às aulas em outros horários, com isso uma turma fica super lotada e a outra vazia.",,,,,,,,,
613,2023/11/29 1:14:31 PM GMT-3,redacted,redacted,Engenharia Ambiental,Matutino,7:30 - 11:10;8:30 - 12:10,5.0,5.0,"Os cursos de engenharia precisam se adequar como qualquer outro, em apenas um único turno para que as vidas profissionais e pessoais possam ser construídas junto a acadêmica sem que seja necessário ficar fazendo sempre escolhas impossíveis pra dar conta de tudo.",,,,,,,,,
614,2023/11/29 1:17:57 PM GMT-3,redacted,redacted,Engenharia Química,Matutino,7:30 - 11:10;8:30 - 12:10,4.0,4.0,,,,,,,,,,
615,2023/11/29 1:22:51 PM GMT-3,redacted,redacted,Engenharia Aeroespacial,Vespertino,,,,,7:30 - 11:10;8:30 - 12:10;14:00 - 17:30,5.0,5.0,"É basicamente tudo aleatório: tem dia que só tenho uma aula de tarde, em outros tenho aula de manhã e de tarde e noutros somente de manhã. Não tem como ter uma rotina fixa dedicada a outra coisa fora da Universidade. Além disso, existem algumas disciplinas que tem horários que terminam já no período da noite, ou seja, a gente tem que ficar todos os turnos na faculdade para cumprir com o que a ementa exige!",,,,,
616,2023/11/29 1:31:57 PM GMT-3,redacted,redacted,Engenharia Química,Matutino,7:30 - 11:10;19:00 - 22:35,5.0,5.0,,,,,,,,,,
617,2023/11/29 1:37:33 PM GMT-3,redacted,redacted,Engenharia de Produção,Matutino,8:30 - 12:10;13:00 - 16:30;14:00 - 17:30,2.0,3.0,"Desde que as aulas nao comecem as 7:30 ja ajuda, além disso, para esses periodos de separacao de aula, acredito que nao seja um problema tao grande. Para solucionar isso, acho q apenas permitir mais estrutura (melhorando a biblioteca e dando mais acesso aos auditórios do cad3, fora das aulas, claro) ajudaria bastante aqueles que planejam estudar nesse tempo mas as vezes n tem mt gosto pela biblioteca e n tem mts espacos fora esse",,,,,,,,,
618,2023/11/29 1:37:48 PM GMT-3,redacted,redacted,Engenharia Ambiental,Matutino,7:30 - 11:10;13:00 - 16:30,4.0,2.0,,,,,,,,,,
619,2023/11/29 2:15:18 PM GMT-3,redacted,redacted,Engenharia de Produção,Matutino,7:30 - 11:10;13:00 - 16:30,3.0,5.0,,,,,,,,,,
620,2023/11/29 2:20:35 PM GMT-3,redacted,redacted,Engenharia Metalúrgica,Vespertino,,,,,17:00 - 20:55;18:00 - 21:55;19:00 - 22:35,5.0,4.0,,,,,,
621,2023/11/29 3:22:08 PM GMT-3,redacted,redacted,Engenharia Ambiental,Matutino,7:30 - 11:10;8:30 - 12:10,4.0,4.0,,,,,,,,,,
622,2023/11/29 3:32:31 PM GMT-3,redacted,redacted,Engenharia de Produção,Matutino,7:30 - 11:10;8:30 - 12:10;18:00 - 21:55;19:00 - 22:35,5.0,4.0,,,,,,,,,,
623,2023/11/29 3:40:10 PM GMT-3,redacted,redacted,Engenharia Química,Matutino,7:30 - 11:10;17:00 - 20:55;18:00 - 21:55,3.0,1.0,"O que realmente é ruim na engenharia é o ciclo básico, porque temos grandes janelas de tempo vago. Porém, no ciclo profissional da Engenharia Química especificamente tem uma boa distribuição de horários, se o aluno tiver regular ele terá que estudar em só um dos períodos do dia e se tiver irregular é possível mais facilmente regularizar devido a alternativa de turnos no decorrer dos períodos. Não tenho reclamação e acredito que a grade atual da EQ está ótima desse jeito, minha reclamação é apenas com relação ao ciclo básico.",,,,,,,,,
624,2023/11/29 3:42:48 PM GMT-3,redacted,redacted,Engenharia Elétrica,Noturno,,,,,,,,,7:30 - 11:10;8:30 - 12:10;17:00 - 20:55;18:00 - 21:55,4.0,2.0,,
625,2023/11/29 3:52:16 PM GMT-3,redacted,redacted,Engenharia Química,Matutino,7:30 - 11:10;8:30 - 12:10,5.0,3.0,,,,,,,,,,
626,2023/11/29 4:24:24 PM GMT-3,redacted,redacted,Engenharia Química,Matutino,8:30 - 12:10,5.0,5.0,,,,,,,,,,
627,2023/11/29 4:39:52 PM GMT-3,redacted,redacted,Engenharia de Produção,Matutino,7:30 - 11:10,5.0,5.0,,,,,,,,,,
628,2023/11/29 4:44:39 PM GMT-3,redacted,redacted,Engenharia Metalúrgica,Vespertino,,,,,7:30 - 11:10;8:30 - 12:10,5.0,4.0,,,,,,
629,2023/11/29 4:45:22 PM GMT-3,redacted,redacted,Engenharia Metalúrgica,Matutino,7:30 - 11:10;17:00 - 20:55;18:00 - 21:55;19:00 - 22:35,5.0,3.0,,,,,,,,,,
630,2023/11/29 4:46:40 PM GMT-3,redacted,redacted,Engenharia Metalúrgica,Matutino,17:00 - 20:55;18:00 - 21:55;19:00 - 22:35,5.0,2.0,,,,,,,,,,
631,2023/11/29 4:48:15 PM GMT-3,redacted,redacted,Engenharia Metalúrgica,Vespertino,,,,,7:30 - 11:10;8:30 - 12:10;18:00 - 21:55;19:00 - 22:35,5.0,5.0,,,,,,
632,2023/11/29 4:48:23 PM GMT-3,redacted,redacted,Engenharia Metalúrgica,Vespertino,,,,,8:30 - 12:10;13:00 - 16:30;14:00 - 17:30,5.0,4.0,"Seria importante que as aulas do curso tivesse apenas um turno. Totalmente matutino, ou totalmente vespertino. Já ouvi em entrevistas de estágio que é difícil contratar alguém da UFMG por ter horários diferentes.",,,,,
633,2023/11/29 5:00:11 PM GMT-3,redacted,redacted,Engenharia de Produção,Matutino,7:30 - 11:10;13:00 - 16:30,5.0,3.0,,,,,,,,,,
634,2023/11/29 5:09:35 PM GMT-3,redacted,redacted,Engenharia Metalúrgica,Matutino,14:00 - 17:30;15:00 - 18:30;17:00 - 20:55,5.0,5.0,,,,,,,,,,
635,2023/11/29 5:13:44 PM GMT-3,redacted,redacted,Engenharia Química,Matutino,7:30 - 11:10;8:30 - 12:10,3.0,4.0,,,,,,,,,,
636,2023/11/29 5:15:07 PM GMT-3,redacted,redacted,Engenharia Metalúrgica,Matutino,8:30 - 12:10;13:00 - 16:30;14:00 - 17:30,4.0,3.0,,,,,,,,,,
637,2023/11/29 5:21:59 PM GMT-3,redacted,redacted,Engenharia Mecânica,Vespertino,,,,,17:00 - 20:55;18:00 - 21:55,5.0,4.0,,,,,,
638,2023/11/29 5:45:49 PM GMT-3,redacted,redacted,Engenharia Metalúrgica,Vespertino,,,,,7:30 - 11:10;8:30 - 12:10;13:00 - 16:30,5.0,5.0,,,,,,
639,2023/11/29 5:48:27 PM GMT-3,redacted,redacted,Engenharia Ambiental,Matutino,7:30 - 11:10;8:30 - 12:10;13:00 - 16:30;14:00 - 17:30;15:00 - 18:30,2.0,1.0,,,,,,,,,,
640,2023/11/29 6:02:03 PM GMT-3,redacted,redacted,Engenharia Aeroespacial,Vespertino,,,,,13:00 - 16:30;14:00 - 17:30;15:00 - 18:30,5.0,2.0,,,,,,
641,2023/11/29 6:05:59 PM GMT-3,redacted,redacted,Engenharia Aeroespacial,Matutino,8:30 - 12:10;13:00 - 16:30,3.0,4.0,,,,,,,,,,
642,2023/11/29 6:07:40 PM GMT-3,redacted,redacted,Engenharia Química,Vespertino,,,,,7:30 - 11:10;8:30 - 12:10,5.0,3.0,,,,,,
643,2023/11/29 6:44:32 PM GMT-3,redacted,redacted,Engenharia Química,Matutino,7:30 - 11:10;8:30 - 12:10;17:00 - 20:55;18:00 - 21:55;19:00 - 22:35,5.0,3.0,,,,,,,,,,
644,2023/11/29 7:08:35 PM GMT-3,redacted,redacted,Engenharia Aeroespacial,Vespertino,,,,,8:30 - 12:10;14:00 - 17:30;15:00 - 18:30,5.0,4.0,,,,,,
645,2023/11/29 7:34:22 PM GMT-3,redacted,redacted,Engenharia Aeroespacial,Matutino,8:30 - 12:10;13:00 - 16:30,4.0,5.0,,,,,,,,,,
646,2023/11/29 8:23:04 PM GMT-3,redacted,redacted,Engenharia Metalúrgica,Vespertino,,,,,8:30 - 12:10;13:00 - 16:30,5.0,5.0,,,,,,
647,2023/11/29 9:16:14 PM GMT-3,redacted,redacted,Engenharia Metalúrgica,Vespertino,,,,,7:30 - 11:10;8:30 - 12:10;19:00 - 22:35,5.0,4.0,"Eu tenho tdah minha medicação dura cerca de 3 a 4 horas e não posso usa-lo em grande quantidades,tendo isso em vista horários espaçados fazem com que tenha que consumir mais do remédio além de ter maiores gastos financeiros tenho maiores riscos de efeitos colaterais,no âmbito trabalhista horários assim tornam impossível arrumar um emprego ou até mesmo certos estágios por ter uma carga horária fixa e os horário da UFMG serem tão voláteis de semestre pra semestre.",,,,,
648,2023/11/29 10:56:38 PM GMT-3,redacted,redacted,Engenharia Ambiental,Matutino,7:30 - 11:10;8:30 - 12:10;19:00 - 22:35,5.0,3.0,,,,,,,,,,
649,2023/11/29 10:59:53 PM GMT-3,redacted,redacted,Engenharia Ambiental,Vespertino,,,,,7:30 - 11:10;8:30 - 12:10,3.0,1.0,,,,,,
650,2023/11/29 11:22:44 PM GMT-3,redacted,redacted,Engenharia Mecânica,Noturno,,,,,,,,,17:00 - 20:55;18:00 - 21:55;19:00 - 22:35,1.0,1.0,,
651,2023/11/29 11:47:04 PM GMT-3,redacted,redacted,Engenharia de Sistemas,Noturno,,,,,,,,,17:00 - 20:55;18:00 - 21:55,4.0,1.0,"Quando a pessoa trabalha, fica quase impossível ir em mais de um turno na faculdade (de manhã e à noite, por exemplo), com horários muito espaçados. Porém, antes de eu fazer estágio, conseguia ir pra ufmg de manhã e ficar o dia inteiro, até a noite. Usava esse tempo pra estudar. Porém, com o estágio, isso realmente é inviável ",
652,2023/11/30 1:26:00 AM GMT-3,redacted,redacted,Engenharia de Controle e Automação,Noturno,,,,,,,,,17:00 - 20:55;18:00 - 21:55;19:00 - 22:35,5.0,4.0,"Comecei o curso no diurno e dado necessidades pessoais mudei para o noturno, no noturno a flexibilidade é maior em questão de horário, possibilitando o aluno a trabalhar e manter seus estudos. O maior problema da grade atual é a busca por optativas/formações livre, pois grande parte das disciplinas são ofertadas no diurno, tornando inviável conciliar a vida acadêmica, sendo assim o aluno busca por muitas vezes disciplinas que não estão no seu plano de carreira, mas que ajudaram a ""tampar buraco"" no fim do curso. ",
653,2023/11/30 6:32:15 AM GMT-3,redacted,redacted,Engenharia de Minas,Vespertino,,,,,8:30 - 12:10;13:00 - 16:30,5.0,4.0,"Esse semestre, por exemplo, eu tive aula 7:30, 9:25 e 19h, no mesmo dia. Eu moro longe, então não consigo voltar pra casa e nem ir pro estágio e tenho que ficar na ufmg. É muito cansativo e muito desgastante.",,,,,
654,2023/11/30 6:34:51 AM GMT-3,redacted,redacted,Engenharia Civil,Vespertino,,,,,17:00 - 20:55;18:00 - 21:55;19:00 - 22:35,4.0,4.0,,,,,,
655,2023/11/30 6:41:04 AM GMT-3,redacted,redacted,Engenharia Civil,Matutino,7:30 - 11:10;8:30 - 12:10,5.0,4.0,"Os horários não homogêneos em diversos turnos dificultam a conciliação do curso com outras atividades, inclusive os estágios.",,,,,,,,,
656,2023/11/30 6:45:36 AM GMT-3,redacted,redacted,Engenharia de Produção,Matutino,8:30 - 12:10,5.0,1.0,,,,,,,,,,
657,2023/11/30 6:45:58 AM GMT-3,redacted,redacted,Engenharia Civil,Vespertino,,,,,7:30 - 11:10;8:30 - 12:10;13:00 - 16:30,4.0,3.0,,,,,,
658,2023/11/30 6:46:39 AM GMT-3,redacted,redacted,Engenharia de Minas,Matutino,7:30 - 11:10;8:30 - 12:10,5.0,5.0,,,,,,,,,,
659,2023/11/30 6:48:41 AM GMT-3,redacted,redacted,Engenharia Civil,Matutino,7:30 - 11:10,5.0,5.0,,,,,,,,,,
